time,upwelling_index,station_id,latitude,longitude
1967-01-01T00:00:00Z,-12.361529,60N,60,-146
1967-01-01T06:00:00Z,-12.361529,60N,60,-146
1967-01-01T12:00:00Z,-0.21549058,60N,60,-146
1967-01-01T18:00:00Z,9.3921175,60N,60,-146
1967-01-02T00:00:00Z,9.3921175,60N,60,-146
1967-01-02T06:00:00Z,-153.87415,60N,60,-146
1967-01-02T12:00:00Z,-155.5772,60N,60,-146
1967-01-02T18:00:00Z,-13.774183,60N,60,-146
1967-01-03T00:00:00Z,-128.91147,60N,60,-146
1967-01-03T06:00:00Z,-109.847305,60N,60,-146
1967-01-03T12:00:00Z,-183.27864,60N,60,-146
1967-01-03T18:00:00Z,-143.36272,60N,60,-146
1967-01-04T00:00:00Z,-46.970703,60N,60,-146
1967-01-04T06:00:00Z,-55.600502,60N,60,-146
1967-01-04T12:00:00Z,-42.184105,60N,60,-146
1967-01-04T18:00:00Z,-17.411213,60N,60,-146
1967-01-05T00:00:00Z,-49.12385,60N,60,-146
1967-01-05T06:00:00Z,-156.25427,60N,60,-146
1967-01-05T12:00:00Z,-155.90935,60N,60,-146
1967-01-05T18:00:00Z,-82.51295,60N,60,-146
1967-01-06T00:00:00Z,-85.50113,60N,60,-146
1967-01-06T06:00:00Z,-71.5316,60N,60,-146
1967-01-06T12:00:00Z,-235.68065,60N,60,-146
1967-01-06T18:00:00Z,-245.5022,60N,60,-146
1967-01-07T00:00:00Z,-53.985535,60N,60,-146
1967-01-07T06:00:00Z,-70.94333,60N,60,-146
1967-01-07T12:00:00Z,-40.012123,60N,60,-146
1967-01-07T18:00:00Z,-20.918903,60N,60,-146
1967-01-08T00:00:00Z,15.526515,60N,60,-146
1967-01-08T06:00:00Z,59.54882,60N,60,-146
1967-01-08T12:00:00Z,30.209843,60N,60,-146
1967-01-08T18:00:00Z,17.341305,60N,60,-146
1967-01-09T00:00:00Z,-17.741888,60N,60,-146
1967-01-09T06:00:00Z,-57.659374,60N,60,-146
1967-01-09T12:00:00Z,-207.80759,60N,60,-146
1967-01-09T18:00:00Z,-337.43976,60N,60,-146
1967-01-10T00:00:00Z,-569.7285,60N,60,-146
1967-01-10T06:00:00Z,-919.3729,60N,60,-146
1967-01-10T12:00:00Z,-901.49866,60N,60,-146
1967-01-10T18:00:00Z,-297.4057,60N,60,-146
1967-01-11T00:00:00Z,-93.23153,60N,60,-146
1967-01-11T06:00:00Z,-33.878227,60N,60,-146
1967-01-11T12:00:00Z,-12.653199,60N,60,-146
1967-01-11T18:00:00Z,-39.125015,60N,60,-146
1967-01-12T00:00:00Z,-76.51895,60N,60,-146
1967-01-12T06:00:00Z,-85.052216,60N,60,-146
1967-01-12T12:00:00Z,-65.21762,60N,60,-146
1967-01-12T18:00:00Z,-50.829018,60N,60,-146
1967-01-13T00:00:00Z,-28.138096,60N,60,-146
1967-01-13T06:00:00Z,-38.834652,60N,60,-146
1967-01-13T12:00:00Z,-40.662567,60N,60,-146
1967-01-13T18:00:00Z,-40.662567,60N,60,-146
1967-01-14T00:00:00Z,-109.7224,60N,60,-146
1967-01-14T06:00:00Z,-148.5809,60N,60,-146
1967-01-14T12:00:00Z,-218.95688,60N,60,-146
1967-01-14T18:00:00Z,-341.872,60N,60,-146
1967-01-15T00:00:00Z,-1074.2017,60N,60,-146
1967-01-15T06:00:00Z,-626.0924,60N,60,-146
1967-01-15T12:00:00Z,-261.97784,60N,60,-146
1967-01-15T18:00:00Z,-68.716385,60N,60,-146
1967-01-16T00:00:00Z,-41.34275,60N,60,-146
1967-01-16T06:00:00Z,-89.220665,60N,60,-146
1967-01-16T12:00:00Z,-173.05101,60N,60,-146
1967-01-16T18:00:00Z,-119.76863,60N,60,-146
1967-01-17T00:00:00Z,-85.43495,60N,60,-146
1967-01-17T06:00:00Z,-59.984062,60N,60,-146
1967-01-17T12:00:00Z,-70.86808,60N,60,-146
1967-01-17T18:00:00Z,-193.68527,60N,60,-146
1967-01-18T00:00:00Z,-641.9643,60N,60,-146
1967-01-18T06:00:00Z,-850.9922,60N,60,-146
1967-01-18T12:00:00Z,-1010.0642,60N,60,-146
1967-01-18T18:00:00Z,-1387.0386,60N,60,-146
1967-01-19T00:00:00Z,-435.24564,60N,60,-146
1967-01-19T06:00:00Z,-153.3316,60N,60,-146
1967-01-19T12:00:00Z,-203.67209,60N,60,-146
1967-01-19T18:00:00Z,-109.3082,60N,60,-146
1967-01-20T00:00:00Z,-177.13762,60N,60,-146
1967-01-20T06:00:00Z,-198.9496,60N,60,-146
1967-01-20T12:00:00Z,-424.98383,60N,60,-146
1967-01-20T18:00:00Z,-554.4068,60N,60,-146
1967-01-21T00:00:00Z,-843.0636,60N,60,-146
1967-01-21T06:00:00Z,-476.5882,60N,60,-146
1967-01-21T12:00:00Z,-348.97253,60N,60,-146
1967-01-21T18:00:00Z,-445.3037,60N,60,-146
